order_amount,product_category,discount_percentage,customer_order_count,customer_return_count,customer_return_rate,previous_refunds,delivery_days,product_rating,quantity,payment_method,customer_tenure_days,estimated_return_cost,is_returned
1519.07,Fashion,51.1,9,2,0.222,2,10,3.8,4,UPI,1388,462.07,1
4354.75,Fashion,62.2,19,1,0.053,1,6,3.4,3,UPI,616,293.17,1
3499.35,Beauty,23.5,7,2,0.286,2,5,2.1,1,Net Banking,1131,519.67,0
3466.18,Fashion,9.5,48,3,0.062,2,2,2.1,4,Debit Card,685,328.09,1
5137.81,Electronics,44.7,25,2,0.08,2,7,4.9,4,COD,376,394.73,1
1838.68,Fashion,25.3,24,4,0.167,3,5,4.1,5,Credit Card,1335,288.28,1
3119.92,Sports,37.4,39,2,0.051,2,6,4.5,2,COD,1461,323.95,0
1410.62,Home,44.4,47,1,0.021,1,3,4.4,2,UPI,153,276.49,0
2343.34,Books,28.5,37,4,0.108,4,3,2.1,2,COD,1372,229.14,0
1629.27,Home,64.7,34,0,0.0,0,10,2.7,3,Credit Card,1671,328.01,0
1953.93,Fashion,28.0,29,3,0.103,3,1,4.1,1,Debit Card,331,376.52,1
2910.63,Electronics,21.5,34,2,0.059,2,3,4.5,2,COD,674,506.59,0
939.57,Beauty,62.0,20,5,0.25,3,2,4.4,4,UPI,781,301.09,1
9642.25,Home,9.5,5,3,0.6,0,1,3.1,4,Debit Card,1652,600.47,1
808.5,Home,8.7,44,6,0.136,1,5,4.2,1,Debit Card,994,323.04,0
684.47,Sports,65.5,36,3,0.083,1,9,3.3,5,UPI,428,290.97,0
4566.44,Beauty,14.6,30,4,0.133,2,6,4.8,1,UPI,1768,435.37,0
3406.12,Electronics,10.4,50,5,0.1,0,9,3.8,1,UPI,969,438.32,1
2978.86,Sports,37.5,20,4,0.2,1,10,3.0,4,UPI,262,244.96,1
2988.95,Home,3.3,11,4,0.364,0,7,2.3,2,COD,109,366.38,1
1790.41,Fashion,43.4,21,6,0.286,2,7,3.9,3,Debit Card,1627,440.95,0
882.0,Home,31.7,20,4,0.2,2,4,4.1,5,UPI,98,310.86,1
1921.08,Home,44.8,6,2,0.333,2,4,4.7,3,UPI,355,249.12,1
1051.81,Electronics,19.9,45,2,0.044,1,9,3.1,1,Net Banking,771,305.01,0
3944.57,Fashion,63.4,26,4,0.154,4,1,4.0,5,UPI,1191,356.67,1
1607.37,Fashion,18.9,23,4,0.174,1,4,2.1,2,COD,1062,352.03,1
934.12,Fashion,44.6,5,1,0.2,1,6,2.3,2,Debit Card,1864,264.3,1
1398.13,Electronics,66.2,25,3,0.12,2,4,2.4,3,UPI,531,184.51,0
2515.8,Electronics,28.1,29,3,0.103,3,5,3.2,1,UPI,1208,312.63,1
1151.73,Electronics,11.3,4,3,0.75,3,5,4.6,2,UPI,223,421.68,1
936.57,Fashion,4.8,27,2,0.074,2,8,2.6,1,UPI,1318,291.76,1
2197.22,Books,67.4,10,3,0.3,2,3,3.0,2,COD,1625,286.61,1
2199.47,Fashion,53.5,34,2,0.059,2,5,4.5,5,Debit Card,1517,338.03,1
1205.25,Fashion,64.3,27,5,0.185,1,6,4.3,4,Debit Card,929,383.02,1
1240.38,Fashion,48.9,8,3,0.375,1,10,4.4,1,COD,139,394.65,1
2176.86,Sports,24.0,35,4,0.114,1,9,4.8,3,Credit Card,772,428.77,1
567.67,Electronics,8.6,28,0,0.0,0,6,3.6,1,Credit Card,509,307.92,0
586.42,Electronics,65.1,9,4,0.444,3,9,3.1,2,Debit Card,755,284.35,1
1017.64,Fashion,34.3,34,3,0.088,1,8,3.4,5,UPI,419,251.31,1
1524.23,Books,27.8,30,1,0.033,1,3,4.9,3,UPI,987,439.75,1
2318.62,Home,40.4,17,4,0.235,2,10,2.9,4,Net Banking,1047,339.88,1
5885.72,Electronics,7.5,33,2,0.061,2,7,4.2,4,Debit Card,274,601.97,0
3590.79,Fashion,21.6,29,5,0.172,3,4,3.6,1,UPI,975,448.74,1
1590.89,Electronics,44.7,49,4,0.082,0,10,2.5,1,UPI,220,391.22,0
1780.74,Electronics,7.0,37,0,0.0,0,2,4.4,5,COD,616,355.78,1
810.76,Sports,9.5,13,2,0.154,1,7,4.2,1,COD,531,295.99,0
1781.46,Home,35.7,29,3,0.103,1,5,4.6,1,Debit Card,734,243.03,0
1435.22,Beauty,43.6,40,2,0.05,2,8,4.4,2,UPI,689,252.2,1
2340.63,Fashion,13.1,39,5,0.128,5,10,4.5,2,Debit Card,1515,429.66,1
932.82,Home,2.3,14,2,0.143,2,3,3.0,1,UPI,1979,338.78,0
2739.35,Fashion,67.1,8,3,0.375,3,10,2.7,5,UPI,373,499.11,1
6162.21,Fashion,1.9,32,1,0.031,1,1,2.3,4,UPI,1224,569.22,1
1657.38,Beauty,0.1,11,3,0.273,1,1,3.4,4,COD,1196,226.24,1
2493.32,Electronics,22.6,35,2,0.057,0,10,3.1,1,Debit Card,1646,260.19,0
3140.43,Home,15.6,5,4,0.8,1,9,3.8,2,Credit Card,350,366.73,1
1311.63,Sports,40.2,50,3,0.06,0,3,2.1,2,Net Banking,1781,336.14,1
2163.05,Electronics,62.6,37,3,0.081,3,2,3.1,2,COD,1342,438.27,1
1826.35,Books,33.7,45,3,0.067,3,6,3.0,2,UPI,716,394.97,1
1954.99,Electronics,54.1,5,5,1.0,5,9,4.6,3,COD,91,409.03,1
974.18,Fashion,63.6,2,2,1.0,2,5,3.1,3,Credit Card,990,164.28,1
1843.84,Home,13.3,26,0,0.0,0,7,2.1,4,UPI,1285,216.29,1
2692.97,Home,34.2,30,6,0.2,1,4,2.7,4,Debit Card,304,476.85,1
5772.81,Electronics,44.9,13,2,0.154,2,6,2.5,4,UPI,1679,404.41,0
3894.87,Sports,23.2,38,1,0.026,1,8,4.1,2,Net Banking,428,529.31,0
10122.8,Books,51.8,49,3,0.061,2,1,3.3,4,Credit Card,279,781.26,1
978.6,Electronics,49.4,40,3,0.075,3,3,2.4,3,Debit Card,1880,191.11,1
3633.15,Books,29.5,27,4,0.148,3,2,2.8,4,Credit Card,1520,376.95,1
2093.67,Home,6.2,17,1,0.059,0,8,2.1,5,COD,1977,244.4,0
10423.75,Books,0.8,15,2,0.133,0,2,2.7,5,Credit Card,388,933.77,1
947.06,Electronics,25.9,33,0,0.0,0,6,2.0,5,UPI,175,311.64,0
923.55,Sports,5.7,30,1,0.033,0,6,3.7,1,Credit Card,362,182.82,1
1119.33,Electronics,54.7,32,1,0.031,1,8,4.7,3,COD,687,209.38,1
330.59,Books,23.4,50,3,0.06,2,4,2.0,5,Debit Card,1430,211.0,1
1187.25,Beauty,46.6,7,0,0.0,0,5,4.2,4,UPI,816,400.39,0
985.05,Fashion,24.2,39,1,0.026,1,8,3.4,4,UPI,1049,393.63,0
2039.2,Electronics,55.7,16,1,0.062,0,8,3.9,2,UPI,436,451.07,1
2376.55,Sports,62.2,11,3,0.273,0,7,4.2,3,UPI,1358,409.49,1
8110.68,Home,58.6,37,3,0.081,1,1,3.0,1,Credit Card,1286,458.88,1
3867.41,Fashion,33.9,14,3,0.214,2,7,3.2,1,Credit Card,625,450.04,0
1139.65,Fashion,5.9,23,3,0.13,2,8,3.7,1,Credit Card,496,305.52,1
881.19,Sports,26.0,31,3,0.097,3,2,2.8,2,UPI,712,282.35,0
2679.9,Fashion,29.7,28,2,0.071,1,8,2.8,3,Credit Card,402,441.04,1
628.8,Electronics,67.2,42,5,0.119,1,9,3.2,3,UPI,1151,361.21,1
7825.69,Books,39.6,5,3,0.6,1,2,2.4,5,UPI,1404,515.54,1
4645.03,Fashion,44.9,24,3,0.125,3,3,3.2,2,UPI,1957,293.31,0
1242.23,Fashion,54.7,18,1,0.056,1,10,4.3,3,Credit Card,207,221.01,1
459.2,Fashion,39.8,4,4,1.0,3,4,2.2,3,UPI,325,255.67,1
5340.62,Books,41.9,23,6,0.261,1,9,4.6,4,COD,1197,416.2,1
1649.73,Fashion,17.2,9,2,0.222,2,5,3.7,4,Debit Card,254,336.97,1
4867.1,Beauty,4.1,11,7,0.636,0,2,4.1,1,UPI,461,632.12,1
504.95,Books,50.5,35,1,0.029,1,4,3.4,2,Credit Card,548,277.01,0
1119.35,Electronics,59.4,11,0,0.0,0,4,4.6,1,UPI,357,245.33,1
1815.64,Sports,28.8,7,2,0.286,2,7,3.7,2,Net Banking,1276,224.7,1
1877.29,Fashion,38.4,17,2,0.118,1,6,4.2,3,UPI,324,375.19,0
1261.36,Beauty,21.5,18,3,0.167,1,10,4.5,1,COD,772,349.1,1
2975.83,Fashion,31.5,26,4,0.154,2,4,3.2,2,Credit Card,1097,341.17,1
769.63,Beauty,14.6,47,7,0.149,1,3,4.6,3,UPI,1947,201.31,1
1613.4,Fashion,53.2,49,1,0.02,1,10,3.6,5,Credit Card,1603,205.63,0
1990.69,Electronics,34.4,26,5,0.192,3,10,2.9,1,Net Banking,655,377.7,0
2728.62,Books,38.3,17,3,0.176,3,3,3.1,3,UPI,795,435.96,0
3194.84,Electronics,2.6,10,3,0.3,2,8,4.5,1,Credit Card,968,389.37,0
735.31,Sports,43.6,30,2,0.067,1,3,3.2,5,UPI,872,179.67,0
529.91,Electronics,14.2,15,2,0.133,2,7,3.5,3,Credit Card,1304,377.67,0
5024.8,Fashion,26.8,48,4,0.083,3,7,2.7,5,Credit Card,113,394.49,1
2358.67,Sports,28.9,47,4,0.085,3,6,4.2,1,COD,1397,401.42,1
993.48,Fashion,31.4,26,2,0.077,2,9,3.7,2,UPI,466,266.26,0
6253.66,Sports,15.9,41,4,0.098,1,4,3.0,5,Net Banking,63,323.22,0
1983.34,Home,59.5,28,1,0.036,1,1,4.7,3,UPI,1128,214.55,0
4644.49,Fashion,29.9,19,1,0.053,1,8,2.7,5,Credit Card,170,601.93,1
1908.39,Beauty,42.8,1,1,1.0,1,8,4.9,1,COD,1808,327.77,1
9401.25,Fashion,43.0,34,2,0.059,0,1,4.4,4,UPI,1388,855.93,0
7363.37,Fashion,42.5,38,2,0.053,1,4,4.5,3,Debit Card,412,762.63,1
1481.53,Beauty,39.2,24,1,0.042,1,5,3.9,5,UPI,232,308.63,0
3933.39,Fashion,57.6,41,1,0.024,1,3,4.9,1,Debit Card,98,430.3,1
3029.95,Fashion,56.9,24,3,0.125,1,4,2.9,1,UPI,306,493.97,0
5404.06,Sports,29.2,18,1,0.056,1,8,2.8,2,Debit Card,1243,305.77,0
835.53,Sports,44.5,1,1,1.0,1,2,4.6,3,UPI,1898,158.72,1
3130.17,Home,7.2,10,6,0.6,2,3,4.6,2,UPI,1722,406.63,0
4216.41,Home,6.4,4,2,0.5,2,3,4.0,2,COD,562,617.46,1
442.75,Beauty,33.6,14,1,0.071,1,3,3.5,2,UPI,134,268.35,0
701.62,Home,63.0,21,3,0.143,3,2,3.3,3,Credit Card,1908,210.03,1
353.76,Fashion,45.5,26,6,0.231,2,10,2.0,3,UPI,1287,342.13,1
1457.5,Books,46.8,38,3,0.079,0,10,4.2,4,Debit Card,200,328.49,0
3210.02,Electronics,11.0,5,1,0.2,1,6,5.0,3,Debit Card,689,365.66,0
6014.24,Home,31.7,15,3,0.2,0,1,4.2,5,Credit Card,1215,409.36,1
1918.46,Books,28.1,24,2,0.083,0,6,2.8,2,COD,962,286.08,0
6653.46,Beauty,54.8,10,3,0.3,3,10,3.2,4,Debit Card,340,752.93,1
599.39,Books,9.6,35,2,0.057,2,9,3.7,2,Net Banking,1959,332.3,0
462.8,Fashion,37.7,17,4,0.235,4,6,3.7,1,UPI,379,183.72,1
1729.46,Fashion,63.8,32,2,0.062,2,4,3.1,1,COD,1805,346.22,1
2458.37,Sports,62.5,9,3,0.333,2,5,3.3,5,COD,1877,178.68,1
1761.36,Fashion,59.7,31,1,0.032,1,4,4.0,5,UPI,603,311.42,0
345.86,Beauty,26.2,41,3,0.073,3,7,2.6,5,Net Banking,1563,274.52,0
1683.62,Electronics,65.9,15,5,0.333,5,2,4.9,1,Credit Card,940,276.16,1
636.78,Sports,56.4,50,3,0.06,3,5,2.7,3,Credit Card,718,202.8,1
3089.42,Home,59.6,3,3,1.0,1,3,4.3,4,UPI,968,471.27,1
2424.25,Fashion,65.3,40,8,0.2,5,2,3.4,5,Credit Card,287,380.29,1
852.43,Home,65.6,35,4,0.114,1,10,3.0,3,COD,863,316.31,1
1198.6,Beauty,16.8,13,4,0.308,1,2,3.8,2,Credit Card,1892,369.54,0
774.82,Electronics,8.9,22,3,0.136,1,8,3.3,1,UPI,408,140.43,0
1719.62,Beauty,48.4,48,4,0.083,3,9,3.7,4,Credit Card,981,221.63,1
3882.03,Home,39.4,7,5,0.714,1,1,2.2,3,UPI,1185,399.14,1
821.74,Fashion,22.9,20,3,0.15,0,7,2.7,4,Net Banking,522,256.71,0
2706.03,Sports,47.9,37,3,0.081,1,7,4.7,2,Debit Card,965,188.27,0
1182.98,Fashion,4.3,26,4,0.154,4,1,2.1,4,Credit Card,538,197.48,1
958.82,Fashion,3.3,19,2,0.105,0,2,3.2,2,Credit Card,50,185.63,0
1659.67,Home,24.8,30,3,0.1,2,10,3.8,2,Credit Card,1319,256.03,1
789.82,Beauty,13.6,34,4,0.118,2,10,3.2,3,Net Banking,708,375.79,0
1161.05,Books,50.3,35,2,0.057,2,2,2.6,1,UPI,584,149.71,0
693.46,Electronics,66.4,28,5,0.179,4,9,3.2,3,UPI,1664,196.71,0
8706.11,Fashion,46.3,35,4,0.114,1,6,2.2,2,Credit Card,466,943.59,1
1859.78,Electronics,45.8,34,2,0.059,2,7,2.9,1,Credit Card,1704,213.54,1
1033.0,Sports,0.5,48,2,0.042,1,7,3.2,4,UPI,1722,321.77,1
2145.62,Fashion,35.9,49,2,0.041,1,8,4.1,3,UPI,1074,280.18,1
1652.65,Beauty,57.2,16,5,0.312,5,10,4.4,4,COD,1574,353.93,1
1515.08,Fashion,45.8,48,2,0.042,2,9,3.9,3,UPI,448,167.73,0
2955.23,Sports,15.9,32,2,0.062,2,4,3.3,4,UPI,1232,387.33,0
3314.31,Home,59.4,17,4,0.235,4,1,2.3,4,COD,1684,338.89,1
1182.75,Books,67.5,24,4,0.167,0,8,2.9,3,COD,1591,372.24,1
1140.64,Electronics,19.5,5,3,0.6,3,6,2.5,5,UPI,483,301.85,1
1450.93,Home,14.5,12,4,0.333,3,7,4.6,4,COD,1908,304.19,0
286.71,Sports,23.7,22,3,0.136,3,1,4.9,5,Debit Card,1007,285.35,0
537.99,Home,4.4,12,2,0.167,1,4,3.2,1,Credit Card,1023,234.78,1
5396.47,Electronics,61.1,29,1,0.034,1,10,2.6,1,Credit Card,315,599.48,0
6741.07,Books,65.1,39,3,0.077,0,3,2.3,4,UPI,1760,697.4,0
1481.44,Fashion,44.3,39,2,0.051,2,2,3.5,1,Credit Card,1991,313.97,1
2867.64,Fashion,53.5,36,4,0.111,3,4,2.4,5,Credit Card,1001,394.07,1
2319.25,Home,46.8,6,5,0.833,3,8,2.1,4,UPI,215,400.66,1
21228.6,Home,26.4,48,3,0.062,3,7,4.8,1,UPI,641,1058.98,0
4427.81,Sports,44.2,8,5,0.625,2,5,3.3,2,Credit Card,1252,452.27,1
1632.17,Fashion,58.5,6,4,0.667,4,4,4.1,1,UPI,524,326.97,0
841.82,Fashion,56.7,30,3,0.1,2,5,4.5,1,COD,483,216.3,0
500.12,Home,5.7,19,6,0.316,1,1,2.9,1,UPI,1502,233.24,1
2127.64,Fashion,32.4,30,1,0.033,1,1,3.3,3,Credit Card,230,386.75,0
987.25,Books,27.8,25,6,0.24,2,6,2.2,5,Net Banking,1614,151.84,1
579.52,Sports,52.6,10,2,0.2,2,1,4.7,4,Net Banking,476,251.52,0
1077.87,Home,35.1,48,1,0.021,1,7,2.4,2,COD,966,294.45,1
761.1,Electronics,24.5,2,2,1.0,2,10,2.2,1,Credit Card,825,246.87,1
6972.39,Books,49.4,46,3,0.065,1,6,3.7,5,Debit Card,131,457.33,1
3660.34,Electronics,33.2,43,2,0.047,2,1,4.1,2,COD,755,295.28,0
1796.55,Fashion,18.0,24,1,0.042,0,4,2.5,4,Debit Card,511,231.36,0
5907.37,Electronics,62.3,28,3,0.107,1,8,3.3,1,COD,976,647.86,1
1923.49,Electronics,7.9,34,3,0.088,3,9,4.1,2,COD,1127,254.59,1
907.75,Sports,1.3,3,0,0.0,0,10,3.6,4,Credit Card,1879,403.28,0
6115.0,Home,10.1,26,4,0.154,2,10,4.3,5,UPI,1299,527.58,0
2782.56,Books,11.5,22,2,0.091,0,8,3.0,3,Credit Card,389,450.19,0
788.56,Fashion,37.7,32,1,0.031,1,2,2.9,3,COD,431,217.87,1
1552.67,Home,43.7,43,8,0.186,3,7,4.5,1,Credit Card,1861,230.23,1
897.4,Books,31.4,36,2,0.056,2,1,3.5,1,UPI,691,155.04,0
598.1,Sports,14.3,14,4,0.286,0,10,2.5,3,Debit Card,292,143.85,0
3793.11,Beauty,9.3,37,2,0.054,1,5,2.2,3,Credit Card,1759,408.72,0
8329.29,Electronics,34.5,3,2,0.667,2,5,4.7,5,Debit Card,1255,799.35,1
590.6,Sports,39.6,28,0,0.0,0,5,4.4,3,UPI,1150,135.19,1
2836.64,Fashion,21.3,26,2,0.077,2,2,2.1,4,Net Banking,1125,321.79,0
1074.37,Home,15.4,40,2,0.05,0,5,4.6,2,Credit Card,526,207.76,1
1224.51,Home,5.6,10,2,0.2,2,5,4.7,2,Credit Card,307,217.76,1
1125.62,Home,1.8,44,2,0.045,2,10,4.4,1,Credit Card,1743,354.87,0
905.79,Beauty,7.4,26,3,0.115,0,4,4.2,2,Net Banking,867,369.62,1
1879.61,Beauty,51.9,40,1,0.025,1,7,3.8,4,UPI,746,271.23,1
930.05,Electronics,24.1,23,0,0.0,0,8,3.2,2,Debit Card,1055,267.33,0
2244.79,Home,1.9,7,5,0.714,0,2,3.5,5,Net Banking,688,408.75,1
1736.82,Beauty,35.6,34,1,0.029,1,4,4.8,3,UPI,572,210.36,1
1493.45,Fashion,37.5,12,0,0.0,0,6,4.1,4,UPI,1940,241.06,0
874.76,Fashion,30.0,22,1,0.045,0,10,4.5,5,Credit Card,145,176.74,1
1139.77,Electronics,7.7,11,1,0.091,1,3,2.7,1,Credit Card,874,339.15,0
3308.71,Fashion,52.8,9,0,0.0,0,10,4.3,4,Credit Card,1386,455.95,1
2699.26,Books,48.2,5,5,1.0,2,6,3.6,3,Debit Card,364,383.58,1
827.12,Fashion,27.6,6,5,0.833,5,8,2.3,1,Credit Card,912,234.18,1
1957.58,Home,26.7,7,2,0.286,2,3,2.3,1,Net Banking,110,297.97,1
3298.13,Beauty,10.9,46,4,0.087,1,10,2.3,2,Credit Card,1764,344.89,0
475.55,Electronics,52.7,18,5,0.278,1,5,2.5,1,Net Banking,697,163.94,1
2792.49,Books,42.0,15,2,0.133,1,8,3.3,2,UPI,92,368.51,1
1064.12,Fashion,6.0,1,1,1.0,0,1,4.3,3,Debit Card,62,278.38,1
2854.01,Sports,26.5,48,4,0.083,1,2,4.6,5,UPI,1938,292.99,1
981.8,Electronics,63.2,15,3,0.2,0,2,4.7,3,Credit Card,1698,245.94,1
426.71,Electronics,31.7,9,2,0.222,2,6,2.3,4,Net Banking,685,172.94,1
491.75,Fashion,22.7,7,4,0.571,3,6,4.1,1,Credit Card,1368,265.54,0
1878.95,Fashion,45.1,44,5,0.114,1,5,2.9,3,Debit Card,644,356.87,0
2225.59,Sports,14.2,9,7,0.778,2,9,3.5,5,UPI,861,431.69,1
877.03,Electronics,36.7,44,2,0.045,0,1,3.9,5,Net Banking,929,237.52,1
3013.55,Beauty,46.9,11,3,0.273,2,5,3.4,1,UPI,728,249.37,1
478.56,Electronics,59.8,3,2,0.667,1,5,2.9,5,Credit Card,1789,215.93,0
1714.94,Sports,48.5,13,4,0.308,2,6,2.3,4,UPI,959,249.48,1
686.21,Sports,26.9,5,3,0.6,3,8,3.1,3,Net Banking,1421,252.27,1
1073.34,Home,53.7,32,4,0.125,0,2,4.8,2,Credit Card,1236,249.19,1
1877.92,Fashion,62.9,22,2,0.091,1,9,2.3,5,Credit Card,235,317.19,1
908.39,Beauty,33.4,50,3,0.06,1,3,2.9,4,UPI,160,254.73,0
1329.23,Electronics,0.3,43,1,0.023,1,10,3.8,5,COD,264,345.3,1
4044.18,Electronics,61.7,26,1,0.038,0,10,3.5,4,UPI,1882,395.77,0
1139.66,Home,11.6,3,2,0.667,2,8,3.0,2,Debit Card,47,192.65,1
3528.24,Books,8.8,41,3,0.073,3,2,4.8,4,Credit Card,677,390.16,0
732.33,Books,21.5,8,3,0.375,3,8,4.1,5,Debit Card,349,329.39,0
2762.37,Home,26.6,24,4,0.167,0,2,2.4,1,Credit Card,1291,369.83,0
5728.76,Home,56.0,40,3,0.075,0,5,2.6,4,COD,1051,472.49,0
250.31,Books,27.2,13,2,0.154,1,5,2.7,3,Debit Card,524,274.95,1
955.74,Home,3.4,11,2,0.182,1,6,4.7,5,Debit Card,498,128.57,0
2868.82,Fashion,44.5,38,4,0.105,1,4,4.6,5,Credit Card,850,504.94,0
1536.96,Books,47.0,45,4,0.089,2,7,4.0,1,Credit Card,83,355.2,1
2433.09,Fashion,57.0,43,3,0.07,1,2,4.6,3,Credit Card,717,530.49,1
1115.23,Electronics,27.9,14,4,0.286,2,4,4.7,4,Credit Card,462,268.93,1
1937.73,Beauty,6.0,46,3,0.065,3,1,4.1,2,UPI,675,231.77,0
1596.32,Electronics,38.7,5,1,0.2,1,10,3.6,2,UPI,1227,199.81,1
4601.91,Fashion,8.5,47,2,0.043,2,10,3.6,4,Credit Card,1094,483.7,0
2216.17,Fashion,1.2,13,3,0.231,1,7,2.7,1,COD,780,307.82,0
2368.67,Home,54.5,24,3,0.125,2,3,2.5,2,Debit Card,1126,323.56,1
1300.49,Books,28.2,16,4,0.25,1,6,3.8,2,UPI,343,334.81,1
1224.04,Fashion,36.8,29,2,0.069,2,1,3.7,3,UPI,1913,209.24,1
1279.15,Fashion,46.4,19,4,0.211,1,10,3.2,2,UPI,1053,166.34,0
2478.88,Electronics,28.1,17,1,0.059,0,5,2.5,2,UPI,1614,345.12,1
1291.05,Home,3.6,31,1,0.032,1,4,3.8,4,COD,1388,410.82,0
2279.75,Beauty,17.7,48,4,0.083,3,2,4.8,2,Credit Card,910,451.0,0
9512.11,Home,13.6,29,2,0.069,1,2,3.5,3,UPI,1418,846.19,0
3629.68,Fashion,68.4,32,4,0.125,0,2,3.4,2,UPI,1379,347.48,0
1392.95,Home,51.8,46,1,0.022,1,2,2.6,2,UPI,865,317.56,0
4726.65,Home,31.6,17,2,0.118,1,8,3.4,4,COD,1956,616.88,1
1304.45,Electronics,4.4,7,4,0.571,1,6,2.7,4,Credit Card,1178,268.13,1
354.07,Fashion,8.1,38,5,0.132,4,6,4.7,1,UPI,1851,269.81,1
807.17,Fashion,56.9,5,2,0.4,2,9,3.7,1,Credit Card,828,291.95,1
404.79,Books,66.2,24,1,0.042,1,3,3.2,4,UPI,596,211.19,0
1364.84,Sports,2.2,33,3,0.091,3,2,4.9,2,COD,1368,420.28,0
1834.88,Beauty,63.7,48,1,0.021,1,5,4.9,2,COD,1936,402.15,0
6912.94,Books,26.6,23,4,0.174,2,9,4.8,2,COD,482,697.84,0
2348.52,Beauty,15.0,14,1,0.071,1,6,4.2,1,Debit Card,143,267.22,0
1517.35,Books,7.2,34,3,0.088,1,1,2.5,5,COD,977,198.29,0
3510.54,Electronics,54.0,4,3,0.75,2,10,4.9,5,Credit Card,1894,424.06,1
308.31,Home,32.8,1,1,1.0,1,3,2.7,5,Net Banking,868,209.11,0
2183.08,Beauty,58.3,2,2,1.0,0,3,2.2,1,UPI,1121,383.89,1
3349.92,Home,15.8,29,2,0.069,2,4,4.7,2,Debit Card,1926,556.41,0
553.98,Electronics,47.5,9,6,0.667,2,1,3.6,5,Debit Card,1080,256.31,1
4514.29,Fashion,8.3,28,1,0.036,1,7,2.8,5,Credit Card,431,412.97,1
2370.36,Fashion,6.3,33,3,0.091,2,3,4.6,1,Net Banking,1574,434.36,1
1296.95,Fashion,9.3,23,6,0.261,1,2,2.3,4,COD,1326,204.03,1
2999.57,Fashion,56.6,20,3,0.15,1,1,4.3,2,UPI,290,364.28,1
11120.6,Home,45.9,31,4,0.129,3,10,2.8,1,UPI,627,663.74,1
2091.2,Sports,11.6,48,1,0.021,1,8,2.8,4,Credit Card,1181,473.79,0
2205.21,Beauty,26.9,46,3,0.065,2,5,4.2,3,UPI,1495,283.19,1
1252.02,Sports,53.5,45,4,0.089,2,8,3.8,1,Debit Card,835,243.84,0
916.1,Books,20.0,26,2,0.077,2,10,2.6,1,UPI,1978,279.54,0
3513.15,Fashion,64.5,31,4,0.129,1,6,4.9,4,COD,1513,339.64,1
911.54,Fashion,64.0,32,3,0.094,3,7,3.0,3,Credit Card,1169,192.27,1
1914.58,Electronics,38.7,47,4,0.085,3,4,3.6,5,Net Banking,352,323.45,1
1233.82,Books,44.2,50,3,0.06,0,10,2.2,1,COD,891,339.61,1
2652.3,Electronics,45.7,35,2,0.057,2,2,4.6,2,Net Banking,1171,216.94,0
2361.21,Beauty,18.1,15,6,0.4,3,7,3.8,1,COD,1537,275.0,0
4146.55,Fashion,25.6,15,2,0.133,1,6,4.7,2,Credit Card,950,382.72,0
1202.29,Books,9.5,37,4,0.108,2,3,2.2,2,UPI,610,346.95,0
1456.95,Fashion,64.7,45,3,0.067,2,5,3.5,2,UPI,539,275.7,1
826.33,Sports,50.7,25,3,0.12,2,4,4.7,1,Credit Card,294,212.86,1
1267.2,Fashion,3.2,20,2,0.1,1,2,3.7,5,Net Banking,1556,291.86,0
2445.1,Fashion,38.5,48,5,0.104,4,1,2.4,5,Debit Card,1009,398.4,1
3312.94,Home,24.0,22,1,0.045,1,7,2.1,4,Credit Card,1422,330.98,1
864.6,Books,57.1,20,5,0.25,2,3,3.8,5,COD,729,291.39,1
3625.27,Home,24.1,15,2,0.133,1,2,3.5,2,UPI,353,446.88,0
5348.17,Books,45.1,30,6,0.2,4,4,2.9,4,Debit Card,1658,427.59,0
2516.81,Sports,11.6,14,2,0.143,2,8,2.9,4,UPI,252,498.09,1
8114.73,Sports,39.1,41,1,0.024,1,10,5.0,4,Debit Card,1951,848.46,0
973.57,Fashion,20.6,21,6,0.286,1,2,4.8,5,Credit Card,917,220.02,0
667.99,Fashion,11.5,50,1,0.02,1,7,3.6,5,Credit Card,127,309.97,0
435.73,Electronics,43.3,17,4,0.235,3,6,2.3,3,Debit Card,888,176.91,1
5983.95,Books,44.7,5,4,0.8,0,10,4.0,1,UPI,1468,488.25,1
3051.82,Books,68.8,15,2,0.133,2,4,4.3,5,Credit Card,836,407.61,1
1729.4,Beauty,46.8,43,5,0.116,2,7,3.2,3,Credit Card,1750,273.71,0
2261.93,Fashion,36.1,27,5,0.185,0,10,3.1,1,Credit Card,889,256.27,1
734.81,Fashion,63.9,44,1,0.023,0,1,2.1,5,UPI,1062,317.72,1
12792.34,Books,58.0,39,4,0.103,3,9,4.6,2,Credit Card,1676,863.53,1
2004.96,Electronics,38.4,20,5,0.25,3,9,2.9,4,UPI,1132,301.06,0
1973.41,Sports,35.8,41,8,0.195,3,9,4.6,4,Credit Card,1553,311.97,1
3231.21,Fashion,65.9,35,3,0.086,2,7,4.8,4,UPI,1448,471.99,0
2656.61,Fashion,43.2,17,0,0.0,0,2,3.3,2,UPI,1433,396.38,0
2162.69,Sports,50.0,9,1,0.111,1,6,2.6,5,UPI,442,388.59,1
960.66,Electronics,6.1,43,4,0.093,1,5,3.5,5,Net Banking,427,409.76,0
2636.41,Fashion,50.3,46,1,0.022,1,9,3.7,3,UPI,296,367.31,1
8148.75,Books,18.5,42,3,0.071,2,1,2.3,2,Net Banking,215,318.27,1
